Time,HR
15:25:04,91
15:25:09,92
15:25:14,93
15:25:24,94
15:25:29,97
15:25:35,97
15:25:40,98
15:25:45,99
15:25:50,97
15:25:55,96
15:26:00,94
15:26:05,95
15:26:10,96
15:26:20,95
15:26:25,94
15:26:30,92
15:26:35,93
15:26:50,93
15:26:55,95
15:27:00,96
15:27:05,94
15:27:15,93
15:27:20,92
15:27:35,92
15:27:45,94
15:27:50,97
15:27:55,95
15:28:00,94
15:28:15,94
15:28:20,95
15:28:25,98
15:28:30,99
15:28:37,101
15:28:42,100
15:28:57,103
15:29:02,107
15:29:07,113
15:29:12,118
15:29:17,116
15:29:27,119
15:29:32,120
15:29:37,119
15:29:42,120
15:29:47,121
15:29:52,120
15:29:57,115
15:30:02,117
15:30:12,112
15:30:17,105
15:30:22,104
15:30:27,110
15:30:32,114
15:30:37,120
15:30:42,125
15:30:47,124
15:30:52,126
15:31:02,125
15:31:07,129
15:31:12,131
15:31:18,130
15:31:23,127
15:31:28,122
15:31:33,118
15:31:38,114
15:31:43,112
15:31:53,111
15:32:03,110
15:32:13,108
15:32:28,108
15:32:33,108
15:32:43,106
15:32:48,105
15:32:53,96
15:32:58,87
15:33:03,86
15:33:08,84
15:33:13,83
15:33:18,82
15:33:23,82
15:33:38,82
15:33:53,82
15:34:03,82
15:34:08,82
15:34:13,81
15:34:20,82
15:34:25,83
15:34:30,82
15:34:35,81
15:34:50,82
15:34:55,83
15:35:05,80
15:35:10,78
15:35:15,77
15:35:20,82
15:35:25,85
15:35:30,86
15:35:35,85
15:35:40,84
15:35:45,85
15:35:50,86
15:35:55,87
15:36:05,86
15:36:15,85
15:36:20,83
15:36:25,81
15:36:30,81
15:36:40,82
15:36:50,81
15:36:55,80
15:37:00,81
15:37:10,85
15:37:16,84
15:37:26,85
15:37:31,84
15:37:46,86
15:37:51,87
15:38:01,88
15:38:06,87
15:38:11,80
15:38:16,81
15:38:26,80
15:38:31,83
15:38:36,86
15:38:41,87
15:38:51,89
15:38:56,91
15:39:01,91
15:39:06,87
15:39:11,84
15:39:16,86
15:39:26,87
15:39:31,89
15:39:36,90
15:39:41,92
15:39:46,93
15:39:51,89
15:39:56,90
15:40:01,91
15:40:08,89
15:40:13,91
15:40:23,90
15:40:28,84
15:40:38,83
15:40:43,84
15:40:48,86
15:40:53,87
15:41:03,88
15:41:13,87
15:41:18,87
15:41:23,86
15:41:28,87
15:41:38,88
15:41:53,87
15:41:58,86
15:42:03,85
15:42:08,83
15:42:13,86
15:42:18,90
15:42:23,91
15:42:28,87
15:42:33,86
15:42:38,83
15:42:43,81
15:42:53,82
15:42:58,83
15:43:04,82
15:43:09,82
15:43:14,81
15:43:19,84
15:43:24,84
15:43:29,85
15:43:34,85
15:43:39,87
15:43:44,84
15:43:49,86
15:43:54,87
15:43:59,88
15:44:04,88
15:44:09,89
15:44:14,88
15:44:19,88
15:44:24,89
15:44:29,89
15:44:44,89
15:44:54,90
15:44:59,92
15:45:09,89
15:45:14,87
15:45:19,86
15:45:34,88
15:45:39,90
15:45:44,89
15:45:51,90
15:45:56,89
15:46:11,89
15:46:16,90
15:46:31,89
15:46:36,88
15:46:41,88
15:46:46,88
15:46:51,87
15:47:01,87
15:47:06,90
15:47:11,90
15:47:16,90
15:47:31,93
15:47:36,89
15:47:41,90
15:47:56,88
15:48:01,90
15:48:06,91
15:48:21,90
15:48:26,89
15:48:31,88
15:48:41,85
15:48:46,85
15:48:51,84
15:49:06,84
15:49:11,82
15:49:18,81
15:49:28,82
15:49:33,85
15:49:38,89
15:49:43,92
15:49:48,93
15:49:53,94
15:49:58,96
15:50:03,97
15:50:13,98
15:50:18,96
15:50:28,94
15:50:38,96
15:50:48,92
15:50:53,89
15:50:58,88
15:51:08,88
15:51:13,87
15:51:18,86
15:51:23,83
15:51:28,80
15:51:33,82
15:51:38,82
15:51:43,101
15:51:49,90
15:51:54,86
15:51:59,84
15:52:09,83
15:52:14,82
15:52:19,80
15:52:24,81
15:52:29,80
15:52:34,81
15:52:39,79
15:52:44,75
15:52:49,76
15:52:54,77
15:52:59,83
15:53:04,90
15:53:09,88
15:53:14,85
15:53:19,79
15:53:24,86
15:53:29,83
15:53:34,85
15:53:39,85
15:53:49,84
15:53:54,94
15:53:59,95
15:54:04,94
15:54:10,94
15:54:15,93
15:54:20,93
15:54:35,93
15:54:50,93
15:55:05,93
15:55:10,93
15:55:25,91
15:55:40,91
15:55:50,91
15:55:55,92
15:56:05,91
15:56:15,90
15:56:20,92
15:56:25,94
15:56:30,97
15:56:35,99
15:56:40,101
15:56:50,101
15:57:05,101
15:57:10,103
15:57:15,102
15:57:20,103
15:57:30,102
15:57:35,101
15:57:40,100
15:57:45,98
15:57:53,99
15:58:03,101
15:58:08,103
15:58:13,100
15:58:18,101
15:58:23,100
15:58:28,102
15:58:33,104
15:58:43,105
15:58:48,107
15:58:53,106
15:58:58,108
15:59:08,107
15:59:23,107
15:59:28,106
15:59:33,104
15:59:43,106
15:59:48,107
15:59:53,105
15:59:58,104
16:00:03,102
16:00:08,99
16:00:13,97
16:00:18,97
16:00:23,97
16:00:33,96
16:00:38,97
16:00:44,94
16:00:49,95
16:00:54,97
16:01:04,97
16:01:09,90
16:01:14,91
16:01:29,91
16:01:44,91
16:01:49,92
16:01:54,95
16:01:59,98
16:02:09,100
16:02:14,99
16:02:19,100
16:02:24,102
16:02:29,104
16:02:44,104
16:02:54,101
16:03:04,97
16:03:14,98
16:03:19,96
16:03:24,95
16:03:29,96
16:03:39,95
16:03:44,97
16:03:49,101
16:03:59,102
16:04:06,103
16:04:16,99
16:04:21,101
16:04:26,97
16:04:31,96
16:04:36,95
16:04:41,92
16:04:46,90
16:04:51,94
16:04:56,92
16:05:01,92
16:05:16,92
16:05:31,94
16:05:36,97
16:05:51,97
16:05:56,94
16:06:01,93
16:06:06,94
16:06:16,92
16:06:21,90
16:06:36,88
16:06:41,87
16:06:56,87
16:07:01,83
16:07:06,80
16:07:11,81
16:07:16,83
16:07:23,82
16:07:28,80
16:07:33,79
16:07:38,81
16:07:48,80
16:07:53,79
16:07:58,80
16:08:03,81
16:08:13,79
16:08:18,80
16:08:23,76
16:08:28,77
16:08:33,76
16:08:38,72
16:08:43,73
16:08:48,75
16:08:53,75
16:09:08,75
16:09:18,74
16:09:28,74
16:09:33,78
16:09:38,81
16:09:43,85
16:09:48,87
16:09:53,89
16:09:58,92
16:10:03,94
16:10:09,94
16:10:14,93
16:10:19,95
16:10:24,97
16:10:29,99
16:10:34,101
16:10:39,103
16:10:44,104
16:10:49,105
16:10:54,107
16:11:04,109
16:11:09,110
16:11:24,111
16:11:34,109
16:11:39,108
16:11:49,105
16:11:54,98
16:11:59,96
16:12:04,95
16:12:09,98
16:12:24,98
16:12:29,96
16:12:39,99
16:12:44,86
16:12:49,85
16:13:04,86
16:13:06,86
16:13:11,87
16:13:16,88
16:13:21,90
16:13:36,90
16:13:51,90
16:14:06,90
16:14:16,91
16:14:31,91
16:14:36,90
16:14:41,87
16:14:51,86
16:15:01,84
16:15:06,85
16:15:21,84
16:15:26,82
16:15:41,83
16:15:51,82
16:15:56,83
16:16:11,84
16:16:16,85
16:16:21,85
16:16:26,86
16:16:31,91
16:16:36,92
16:16:41,94
16:16:46,93
16:16:53,94
16:16:58,96
16:17:03,98
16:17:18,97
16:17:23,98
16:17:28,93
16:17:33,85
16:17:48,101
16:17:53,101
16:18:08,103
16:18:23,103
16:18:28,103
16:18:33,108
16:18:38,109
16:18:48,107
16:18:53,106
16:18:58,99
16:19:03,98
16:19:08,99
16:19:13,100
16:19:18,98
16:19:33,98
16:19:38,99
16:19:43,100
16:19:48,102
16:19:55,104
16:20:00,103
16:20:10,104
16:20:15,101
16:20:20,102
16:20:25,103
16:20:30,102
16:20:35,95
16:20:40,94
16:20:50,96
16:20:55,99
16:21:00,101
16:21:05,100
16:21:10,97
16:21:20,96
16:21:25,96
16:21:30,93
16:21:35,89
16:21:40,91
16:21:45,93
16:21:50,94
16:21:55,95
16:22:00,94
16:22:05,95
16:22:10,93
16:22:15,92
16:22:25,90
16:22:31,89
16:22:36,85
16:22:41,83
16:22:46,81
16:22:51,80
16:22:56,79
16:23:01,81
16:23:06,82
16:23:11,81
16:23:16,80
16:23:21,79
16:23:31,81
16:23:46,82
16:23:51,83
16:24:06,82
16:24:21,82
16:24:26,80
16:24:31,78
16:24:36,79
16:24:41,80
16:24:46,79
16:24:51,78
16:24:56,76
16:25:01,78
16:25:16,77
16:25:21,79
16:25:26,80
16:25:33,81
16:25:38,81
16:25:53,80
16:26:08,80
16:26:23,80
16:26:28,81
16:26:33,83
16:26:43,85
16:26:48,82
16:26:53,84
16:26:58,87
16:27:03,89
16:27:08,90
16:27:13,93
16:27:18,95
16:27:23,97
16:27:28,98
16:27:33,99
16:27:48,101
16:27:58,102
16:28:03,96
16:28:13,99
16:28:18,98
16:28:23,99
16:28:28,101
16:28:33,100
16:28:43,100
16:28:50,101
16:28:55,104
16:29:00,106
16:29:05,105
16:29:10,104
16:29:20,106
16:29:35,103
16:29:45,104
16:29:50,105
16:29:55,107
16:30:05,106
16:30:10,103
16:30:15,102
16:30:30,101
16:30:35,98
16:30:40,95
16:30:55,95
16:31:10,95
16:31:25,95
16:31:30,93
16:31:45,93
16:32:00,93
16:32:05,90
16:32:10,89
16:32:25,89
16:32:35,87
16:32:50,86
16:32:52,86
16:33:07,84
16:33:12,83
16:33:17,85
16:33:22,87
16:33:32,87
16:33:47,87
16:33:52,88
16:33:57,90
16:34:12,88
16:34:22,90
16:34:27,87
16:34:37,88
16:34:47,87
16:34:52,86
16:35:02,87
16:35:07,88
16:35:12,90
16:35:17,91
16:35:22,93
16:35:27,94
16:35:32,95
16:35:37,94
16:35:52,82
16:35:57,80
16:36:07,79
16:36:14,73
16:36:19,72
16:36:24,73
16:36:29,76
16:36:34,80
16:36:39,82
16:36:44,80
16:36:49,78
16:37:04,78
16:37:09,76
16:37:14,76
16:37:19,77
16:37:34,77
16:37:39,77
16:37:49,76
16:38:04,76
16:38:19,75
16:38:24,75
16:38:29,74
16:38:34,75
16:38:39,74
16:38:49,73
16:38:54,73
16:39:04,73
16:39:14,72
16:39:29,73
16:39:34,72
16:39:40,72
16:39:50,75
16:40:00,76
16:40:15,76
16:40:20,75
16:40:35,74
16:40:40,71
16:40:45,73
16:40:50,72
16:41:05,73
16:41:15,72
16:41:30,72
16:41:45,74
16:41:50,75
16:41:55,76
16:42:00,75
16:42:05,76
16:42:15,75
16:42:25,76
16:42:40,81
16:42:45,81
16:42:50,80
16:42:55,79
16:43:05,78
16:43:10,77
16:43:20,77
16:43:30,76
16:43:37,77
16:43:42,78
16:43:52,77
16:43:57,76
16:44:02,77
16:44:07,77
16:44:22,76
16:44:27,70
16:44:32,70
16:44:47,70
16:44:52,69
16:44:57,71
16:45:12,70
16:45:17,69
16:45:22,67
16:45:37,69
16:45:42,71
16:45:47,72
16:45:52,75
16:45:57,76
16:46:07,75
16:46:12,75
16:46:17,76
16:46:32,76
16:46:37,77
16:46:42,77
16:46:52,78
16:46:59,80
16:47:14,81
16:47:19,79
16:47:24,77
16:47:39,77
16:47:44,76
16:47:59,76
16:48:04,77
16:48:19,77
16:48:29,76
16:48:44,76
16:48:59,74
16:49:04,76
16:49:09,76
16:49:14,77
16:49:19,78
16:49:24,77
16:49:29,77
16:49:44,77
16:49:59,77
16:50:14,78
16:50:29,78
16:50:34,70
16:50:39,71
16:50:44,71
16:50:59,71
16:51:04,70
16:51:11,70
16:51:16,83
16:51:21,75
16:51:26,76
16:51:31,74
16:51:36,73
16:51:46,74
16:51:56,73
16:52:01,73
16:52:06,74
16:52:11,75
16:52:16,76
16:52:21,77
16:52:31,80
16:52:36,80
16:52:51,80
16:53:01,81
16:53:11,82
16:53:16,83
16:53:21,83
16:53:26,84
16:53:31,87
16:53:36,88
16:53:41,84
16:53:46,85
16:53:51,88
16:53:58,91
16:54:03,93
16:54:08,94
16:54:18,92
16:54:23,94
16:54:33,93
16:54:43,92
16:54:53,66
16:55:03,65
16:55:13,72
16:55:23,71
16:55:33,72
16:55:38,73
16:55:43,72
16:55:48,73
16:55:53,75
16:55:58,79
16:56:03,82
16:56:08,85
16:56:13,87
16:56:18,91
16:56:23,94
16:56:28,95
16:56:43,96
16:56:45,96
16:56:50,95
16:56:55,95
16:57:05,89
16:57:10,84
16:57:15,85
16:57:25,86
16:57:40,88
16:57:45,90
16:57:50,91
16:57:55,89
16:58:00,92
16:58:05,88
16:58:10,85
16:58:15,83
16:58:30,83
16:58:35,83
16:58:40,85
16:58:50,87
16:58:55,88
16:59:00,87
16:59:15,84
16:59:20,87
16:59:25,90
16:59:30,92
16:59:40,94
16:59:45,93
16:59:51,93
16:59:56,94
17:00:01,95
17:00:06,96
17:00:16,95
17:00:21,92
17:00:26,89
17:00:36,88
17:00:41,79
17:00:51,78
17:00:56,67
17:01:01,66
17:01:11,67
17:01:16,68
17:01:26,67
17:01:31,67
17:01:41,67
17:01:56,66
17:02:11,65
17:02:16,67
17:02:21,71
17:02:36,72
17:02:41,72
17:02:51,70
17:02:56,71
17:03:03,71
17:03:13,69
17:03:18,68
17:03:28,70
17:03:33,71
17:03:38,73
17:03:48,74
17:03:53,75
17:04:08,73
17:04:23,73
17:04:38,73
17:04:43,74
17:04:48,74
17:05:03,74
17:05:18,74
17:05:28,75
17:05:43,73
17:05:48,72
17:05:53,71
17:05:58,70
17:06:03,68
17:06:08,69
17:06:13,73
17:06:28,73
17:06:33,72
17:06:43,73
17:06:53,73
17:07:00,73
17:07:05,74
17:07:10,78
17:07:25,79
17:07:40,78
17:07:45,77
17:07:50,78
17:08:05,77
17:08:15,76
17:08:20,75
17:08:30,75
17:08:45,74
17:08:50,72
17:09:05,70
17:09:10,69
17:09:15,69
17:09:30,69
17:09:45,70
17:09:55,71
17:10:00,72
17:10:10,70
17:10:20,71
17:10:25,73
17:10:35,74
17:10:40,76
17:10:45,77
17:10:50,76
17:10:57,76
17:11:12,76
17:11:27,76
17:11:42,76
17:11:52,77
17:12:02,76
17:12:17,76
17:12:27,78
17:12:32,79
17:12:42,78
17:12:52,78
17:13:07,77
17:13:22,77
17:13:37,77
17:13:47,79
17:14:02,79
17:14:12,79
17:14:17,78
17:14:22,76
17:14:27,76
17:14:32,77
17:14:42,76
17:14:47,74
17:14:52,72
17:14:57,74
17:15:02,73
17:15:12,70
17:15:20,70
17:15:35,85
17:15:40,84
17:15:50,82
17:15:55,81
17:16:05,81
17:16:15,80
17:16:20,79
17:16:25,77
17:16:30,79
17:16:35,76
17:16:50,75
17:17:00,80
17:17:05,80
17:17:15,76
17:17:20,77
17:17:25,77
17:17:30,76
17:17:45,76
17:17:50,75
17:18:05,75
17:18:15,73
17:18:25,74
17:18:35,74
17:18:40,75
17:18:46,75
17:18:51,76
17:18:56,77
17:19:01,75
17:19:16,75
17:19:31,75
17:19:46,75
17:20:01,75
17:20:16,75
17:20:26,74
17:20:31,73
17:20:36,72
17:20:51,72
17:21:06,72
17:21:21,73
17:21:31,72
17:21:46,72
17:22:01,73
17:22:06,75
17:22:11,76
17:22:16,78
17:22:21,80
17:22:26,82
17:22:31,84
17:22:36,85
17:22:46,86
17:22:51,83
17:22:59,84
17:23:04,83
17:23:14,84
17:23:19,85
17:23:24,83
17:23:34,75
17:23:44,76
17:23:54,77
17:23:59,78
17:24:04,77
17:24:14,76
17:24:19,74
17:24:24,74
17:24:39,82
17:24:49,82
17:24:54,82
17:24:59,82
17:25:04,95
17:25:09,96
17:25:14,95
17:25:19,94
17:25:24,95
17:25:29,96
17:25:34,82
17:25:41,82
17:25:46,83
17:25:51,84
17:26:06,83
17:26:11,81
17:26:16,78
17:26:21,75
17:26:26,75
17:26:36,74
17:26:41,75
17:26:46,77
17:26:51,74
17:27:06,75
17:27:16,77
17:27:21,78
17:27:26,77
17:27:36,80
17:27:41,83
17:27:46,85
17:27:51,86
17:27:56,89
17:28:01,91
17:28:06,93
17:28:11,94
17:28:16,95
17:28:21,96
17:28:26,97
17:28:32,99
17:28:37,101
17:28:42,103
17:28:47,101
17:28:52,102
17:28:57,104
17:29:12,106
17:29:17,111
17:29:22,119
17:29:27,127
17:29:32,118
17:29:42,112
17:29:47,110
17:29:52,113
17:29:57,118
17:30:02,122
17:30:07,119
17:30:12,113
17:30:17,112
17:30:22,111
17:30:28,78
17:30:33,79
17:30:38,80
17:30:43,81
17:30:48,82
17:30:53,80
17:31:03,79
17:31:08,80
17:31:13,79
17:31:18,77
17:31:33,77
17:31:38,76
17:31:43,75
17:31:53,77
17:31:58,82
17:32:03,83
17:32:08,86
17:32:18,87
17:32:23,88
17:32:28,89
17:32:33,88
17:32:48,88
17:32:53,87
17:32:58,84
17:33:03,82
17:33:13,81
17:33:18,79
17:33:25,79
17:33:30,78
17:33:45,80
17:33:50,81
17:33:55,80
17:34:00,79
17:34:05,80
17:34:10,79
17:34:15,80
17:34:20,81
17:34:25,80
17:34:35,79
17:34:50,80
17:35:05,79
17:35:15,80
17:35:20,82
17:35:25,85
17:35:30,86
17:35:45,84
17:35:55,85
17:36:10,86
17:36:20,85
17:36:35,85
17:36:40,84
17:36:45,83
17:37:00,83
17:37:15,83
17:37:17,83
17:37:22,82
17:37:27,81
17:37:32,79
17:37:37,78
17:37:47,78
17:37:52,76
17:38:02,77
17:38:07,75
17:38:12,74
17:38:17,73
17:38:27,70
17:38:32,70
17:38:37,71
17:38:47,73
17:38:52,75
17:38:57,76
17:39:02,78
17:39:12,77
17:39:22,78
17:39:32,81
17:39:37,83
17:39:47,83
17:39:57,82
17:40:12,81
17:40:17,81
17:40:32,79
17:40:33,79
17:40:38,81
17:40:43,84
17:40:48,87
17:40:53,86
17:40:58,87
17:41:03,86
17:41:13,84
17:41:18,82
17:41:23,81
17:41:28,80
17:41:33,82
17:41:38,81
17:41:43,80
17:41:53,79
17:42:08,79
17:42:23,82
17:42:38,84
17:42:43,86
17:42:48,84
17:42:58,83
17:43:08,82
17:43:13,82
17:43:28,83
17:43:33,82
17:43:38,81
17:43:43,79
17:43:50,79
17:44:05,79
17:44:10,80
17:44:15,81
17:44:20,82
17:44:35,81
17:44:40,79
17:44:45,82
17:44:50,83
17:44:55,84
17:45:00,86
17:45:05,87
17:45:15,88
17:45:20,90
17:45:25,93
17:45:30,98
17:45:35,100
17:45:40,101
17:45:45,100
17:46:00,100
17:46:10,101
17:46:20,103
17:46:30,101
17:46:35,102
17:46:40,103
17:46:45,99
17:46:50,96
17:46:57,95
17:47:02,98
17:47:07,101
17:47:12,102
17:47:17,103
17:47:22,102
17:47:37,102
17:47:42,101
17:47:57,101
17:48:07,87
17:48:12,90
17:48:17,90
17:48:22,89
17:48:27,88
17:48:37,87
17:48:52,87
17:48:57,88
17:49:12,92
17:49:17,94
17:49:27,95
17:49:37,96
17:49:47,100
17:49:57,102
17:50:02,104
17:50:17,106
17:50:22,108
17:50:29,109
17:50:44,109
17:50:59,109
17:51:04,110
17:51:14,109
17:51:19,110
17:51:29,106
17:51:34,97
17:51:39,96
17:51:49,92
17:51:54,88
17:51:59,85
17:52:04,83
17:52:09,81
17:52:14,80
17:52:19,78
17:52:24,75
17:52:34,80
17:52:39,82
17:52:44,78
17:52:49,76
17:52:54,76
17:53:09,76
17:53:19,78
17:53:24,79
17:53:29,81
17:53:36,81
17:53:41,82
17:53:46,81
17:54:01,78
17:54:06,77
17:54:11,78
17:54:16,83
17:54:21,87
17:54:26,79
17:54:31,80
17:54:41,79
17:54:46,74
17:54:51,66
17:54:56,66
17:55:11,66
17:55:26,68
17:55:31,69
17:55:46,69
17:55:56,71
17:56:01,76
17:56:06,78
17:56:16,77
17:56:31,75
17:56:36,76
17:56:41,80
17:56:46,79
17:56:51,77
17:56:58,76
17:57:03,75
17:57:08,75
17:57:23,74
17:57:33,78
17:57:38,77
17:57:43,76
17:57:48,75
17:57:53,75
17:58:03,74
17:58:08,75
17:58:13,77
17:58:18,79
17:58:28,78
17:58:33,79
17:58:38,78
17:58:43,76
17:58:48,78
17:58:58,79
17:59:13,79
17:59:28,78
17:59:33,78
17:59:43,77
17:59:48,75
18:00:03,76
18:00:18,76
18:00:28,78
18:00:35,77
18:00:40,75
18:00:55,74
18:01:00,77
18:01:05,78
18:01:20,78
18:01:30,76
18:01:40,75
18:01:50,79
18:01:55,79
18:02:10,80
18:02:15,78
18:02:25,79
18:02:30,80
18:02:35,85
18:02:40,87
18:02:45,83
18:02:50,81
18:02:55,82
18:03:00,83
18:03:05,80
18:03:10,83
18:03:25,83
18:03:30,84
18:03:35,85
18:03:45,85
18:03:55,86
18:04:01,87
18:04:06,88
18:04:11,89
18:04:16,90
18:04:21,92
18:04:26,93
18:04:31,89
18:04:36,86
18:04:41,84
18:04:46,87
18:04:56,86
18:05:11,86
18:05:21,87
18:05:26,86
18:05:41,86
18:05:46,86
18:05:51,90
18:05:56,92
18:06:01,91
18:06:06,90
18:06:16,89
18:06:21,87
18:06:31,88
18:06:36,90
18:06:41,92
18:06:51,91
18:07:01,92
18:07:08,91
18:07:23,89
18:07:28,86
18:07:33,87
18:07:38,88
18:07:53,88
18:08:03,85
18:08:08,82
18:08:18,84
18:08:23,87
18:08:28,89
18:08:33,87
18:08:38,86
18:08:43,86
18:08:58,85
18:09:13,86
18:09:18,78
18:09:23,79
18:09:28,82
18:09:38,81
18:09:48,87
18:09:53,87
18:10:03,92
18:10:13,95
18:10:18,98
18:10:28,90
18:10:33,89
