Time,HR
16:42:48,118
16:42:53,117
16:42:58,115
16:43:03,114
16:43:08,111
16:43:18,108
16:43:23,105
16:43:28,105
16:43:38,109
16:43:43,110
16:43:58,108
16:44:03,104
16:44:08,102
16:44:13,101
16:44:23,101
16:44:28,100
16:44:33,102
16:44:38,109
16:44:43,94
16:44:53,90
16:45:03,89
16:45:08,91
16:45:15,95
16:45:20,97
16:45:30,96
16:45:35,94
16:45:40,91
16:45:45,92
16:45:50,92
16:46:05,92
16:46:10,91
16:46:15,92
16:46:20,96
16:46:25,101
16:46:30,100
16:46:35,99
16:46:40,95
16:46:45,94
16:46:50,93
16:46:55,86
16:47:00,85
16:47:05,88
16:47:10,90
16:47:15,92
16:47:20,92
16:47:25,93
16:47:35,94
16:47:40,94
16:47:50,93
16:47:57,95
16:48:02,97
16:48:12,95
16:48:22,94
16:48:37,94
16:52:37,70
16:52:52,70
16:52:57,83
16:53:07,86
16:53:12,90
16:53:17,95
16:53:22,100
16:53:27,99
16:53:32,100
16:53:37,103
16:53:42,107
16:53:47,105
16:53:52,98
16:53:57,96
16:54:07,95
16:54:22,95
16:54:27,99
16:54:32,102
16:54:42,98
16:54:47,97
16:54:52,98
16:54:57,101
16:55:02,100
16:55:07,99
16:55:12,98
16:55:17,101
16:55:24,107
16:55:29,110
16:55:34,114
16:55:39,113
16:55:44,115
16:55:49,114
16:55:54,115
16:55:59,116
16:56:04,115
16:56:09,116
16:56:24,116
17:00:03,70
17:00:18,73
17:00:28,77
17:00:33,78
17:00:38,77
17:00:43,84
17:00:48,87
17:00:53,88
17:00:58,90
17:01:08,91
17:01:13,92
17:01:18,95
17:01:23,96
17:01:33,101
17:01:38,103
17:01:53,101
17:01:58,102
17:02:08,101
17:02:13,100
17:02:18,98
17:02:23,106
17:02:28,103
17:02:33,100
17:02:38,97
17:02:43,92
17:02:53,86
17:03:00,83
17:03:15,81
17:03:25,79
17:03:30,76
17:03:35,77
17:03:45,78
17:03:50,79
17:03:55,81
17:04:00,80
17:04:10,83
17:04:25,84
17:04:30,85
17:04:45,86
17:04:50,85
17:05:05,85
17:05:10,84
17:05:15,83
17:05:30,83
17:05:35,82
17:05:40,83
17:05:45,84
17:05:55,85
17:06:00,92
17:06:15,95
17:06:25,96
17:06:30,97
17:06:45,94
17:06:47,94
17:07:02,92
17:07:07,91
17:07:12,88
17:07:17,87
17:07:27,85
17:07:37,86
17:07:47,84
17:07:52,84
17:08:02,82
17:08:17,82
17:08:27,83
17:08:32,85
17:08:37,111
17:08:42,113
17:08:47,100
17:08:52,98
17:09:02,97
17:09:07,98
17:09:17,97
17:09:22,96
17:23:51,70
